type,time
start,19:35:24
authoringNEW-start,19:35:30
authoring-finished,19:35:34
authoringNEW-start,19:35:39
authoring-finished,19:35:40
nl2js-start,19:35:40
nl2js-finished,19:35:41
js2NLexplain-start,19:35:41
js2NLexplain-finished,19:35:41
js2flow-start,19:35:41
js2flow-finished,19:36:10
