type,time
start,19:27:27
authoringNEW-start,19:27:31
authoring-finished,19:27:31
authoringNEW-start,19:27:40
authoring-finished,19:27:40
nl2js-start,19:27:40
nl2js-finished,19:27:41
js2NLexplain-start,19:27:41
js2NLexplain-finished,19:27:41
js2flow-start,19:27:41
js2flow-finished,19:27:41
