type,time
start,19:40:09
authoringNEW-start,19:53:10
authoring-finished,19:53:15
AutoLayout,19:53:46
authoringNEW-start,19:54:14
authoring-finished,19:54:16
nl2js-start,19:54:16
nl2js-finished,19:54:23
js2NLexplain-start,19:54:23
js2NLexplain-finished,19:54:33
js2flow-start,19:54:34
js2flow-finished,19:55:10
nodeClick,19:55:53
nodeClick,19:55:57
nodeClick,19:56:09
nodeClick,19:56:10
nodeClick,19:56:11
nodeClick,19:56:14
magicModify-start,19:56:17
magicModify-finished,19:56:27
nodeClick,19:57:05
nodeClick,19:57:07
nodeClick,19:57:08
nodeClick,19:57:08
nodeClick,19:57:11
nodeClick,19:57:17
magicModifyPhase-start,20:02:57
magicModifyPhase-finished,20:03:21
magicModifyPhase-start,20:04:32
magicModifyPhase-finished,20:04:36
nl2jswithContext-start,20:04:45
nl2jswithContext-finished,20:04:59
explainModifiedJS-start,20:04:59
js2flow-start,20:05:06
explainModifiedJS-finished,20:05:06
js2flow-finished,20:05:35
nodeClick,20:05:46
nodeClick,20:06:19
nodeClick,20:06:38
nodeClick,20:06:56
nodeClick,20:07:08
AutoLayout,20:08:04
nodeClick,20:08:11
nodeClick,20:08:33
nodeClick,20:08:38
nodeClick,20:08:39
nodeClick,20:08:39
Node update,20:09:23
nodeClick,20:09:28
nodeClick,20:10:14
nodeClick,20:10:16
flow2js-start,20:10:31
flow2js-finished,20:10:44
explainModifiedJS-start,20:10:44
explainModifiedJS-finished,20:10:52
nodeClick,20:13:05
magicModify-start,20:13:09
magicModify-finished,20:13:17
magicModifyPhase-start,20:14:03
magicModifyPhase-finished,20:14:24
js2flow-start,20:14:24
js2flow-finished,20:14:50
nodeClick,20:15:11
magicModify-start,20:15:13
magicModify-finished,20:15:20
magicModifyPhase-start,20:17:06
js2flow-start,20:17:31
magicModifyPhase-finished,20:17:31
js2flow-finished,20:17:55
