type,time
start,16:53:22
authoringNEW-start,16:54:30
authoring-finished,16:54:31
authoringNEW-start,16:57:35
authoring-finished,16:57:41
authoringNEW-start,16:57:54
authoring-finished,16:57:55
nl2js-start,16:57:55
nl2js-finished,16:58:05
js2NLexplain-start,16:58:05
js2NLexplain-finished,16:58:14
js2flow-start,16:58:14
js2flow-finished,16:58:54
