type,time
start,15:50:27
authoringNEW-start,15:50:46
authoring-finished,15:50:48
authoringNEW-start,15:51:23
authoring-finished,15:51:26
authoringNEW-start,15:51:50
authoring-finished,15:51:55
authoringNEW-start,15:52:23
authoring-finished,15:52:24
nl2js-start,15:52:24
nl2js-finished,15:52:31
js2NLexplain-start,15:52:31
js2NLexplain-finished,15:52:40
js2flow-start,15:52:40
js2flow-finished,15:53:06
nodeClick,15:53:26
nodeClick,15:53:26
Node update,15:53:34
nodeClick,15:53:38
nodeClick,15:53:38
nodeClick,15:53:39
nodeClick,15:53:39
nodeClick,15:53:40
nodeClick,15:53:40
nodeClick,15:54:17
nodeClick,15:54:30
nodeClick,15:54:33
nodeClick,15:54:34
nodeClick,15:54:34
Node update,15:54:39
nodeClick,15:54:49
nodeClick,15:54:49
nodeClick,15:54:57
nodeClick,15:54:57
nodeClick,15:54:58
nodeClick,15:55:10
nodeClick,15:55:13
nodeClick,15:55:14
nodeClick,15:55:31
nodeClick,15:55:31
nodeClick,15:55:46
nodeClick,15:55:48
nodeClick,15:55:48
magicModify-start,15:55:52
magicModify-finished,15:55:59
nodeClick,15:56:19
nodeClick,15:56:20
nodeClick,15:56:23
magicModify-start,15:56:24
magicModify-finished,15:56:29
nodeClick,15:56:31
nodeClick,15:56:31
Node update,15:57:01
nodeClick,15:57:05
nodeClick,15:57:05
Node update,15:57:14
nodeClick,15:57:23
nodeClick,15:57:24
nodeClick,15:57:44
magicModify-start,15:57:46
magicModify-finished,15:57:53
flow2js-start,15:58:06
flow2js-finished,15:58:13
explainModifiedJS-start,15:58:13
flow2js-start,15:58:15
explainModifiedJS-finished,15:58:20
explainModifiedJS-start,15:58:25
flow2js-finished,15:58:25
explainModifiedJS-finished,15:58:31
