type,time
start,15:42:36
newNodeAdd,15:42:39
newNodeAdd,15:42:40
nodeClick,15:42:41
nodeClick,15:42:41
nodeClick,15:42:44
nodeClick,15:42:44
newNodeAdd,15:44:43
newNodeAdd,15:44:48
newNodeAdd,15:44:55
newNodeAdd,15:44:57
authoringNEW-start,15:47:25
authoring-finished,15:47:27
authoringNEW-start,15:48:33
authoring-finished,15:48:36
authoringNEW-start,15:49:17
authoring-finished,15:49:19
authoringNEW-start,15:50:00
nl2js-start,15:50:02
authoring-finished,15:50:02
nl2js-finished,15:50:08
js2NLexplain-start,15:50:08
js2NLexplain-finished,15:50:16
js2flow-start,15:50:16
js2flow-finished,15:51:00
nodeClick,15:51:10
magicModify-start,15:52:45
magicModify-finished,15:52:49
newNodeAdd,15:53:19
newNodeAdd,15:53:34
nodeClick,15:53:38
magicModifyPhase-start,15:54:12
magicModifyPhase-finished,15:54:16
nodeClick,15:54:16
nodeClick,15:54:30
nodeClick,15:54:31
nodeClick,15:54:31
Node update,15:54:37
nodeClick,15:55:16
magicModify-start,15:55:18
magicModify-finished,15:55:23
nodeClick,15:59:35
nodeClick,15:59:37
nodeClick,15:59:37
nodeClick,15:59:39
nodeClick,15:59:57
nodeClick,15:59:57
nodeClick,15:59:58
nodeClick,15:59:58
nodeClick,15:59:58
nodeClick,15:59:59
nodeClick,16:00:00
Node update -- variable,16:00:11
Node update,16:00:13
nodeClick,16:01:32
nodeClick,16:01:47
nodeClick,16:01:47
magicModify-start,16:01:53
magicModify-finished,16:02:01
nodeClick,16:02:05
nodeClick,16:02:37
nodeClick,16:02:37
Node update,16:02:41
nodeClick,16:02:51
nodeClick,16:02:52
nodeClick,16:02:52
Node update -- variable,16:02:54
Node update,16:02:58
nodeClick,16:03:50
nodeClick,16:04:17
nodeClick,16:04:19
magicModify-start,16:04:21
magicModify-finished,16:04:28
magicModifyPhase-start,16:05:10
magicModifyPhase-finished,16:05:40
js2flow-start,16:05:40
js2flow-finished,16:06:27
nodeClick,16:07:22
flow2js-start,16:08:00
explainModifiedJS-start,16:08:24
flow2js-finished,16:08:24
explainModifiedJS-finished,16:08:30
