type,time
start,19:52:26
authoringNEW-start,19:58:48
authoring-finished,19:58:54
authoringNEW-start,19:59:12
authoring-finished,19:59:14
nl2js-start,19:59:14
nl2js-finished,19:59:19
js2NLexplain-start,19:59:19
js2NLexplain-finished,19:59:25
js2flow-start,19:59:25
js2flow-finished,19:59:46
nodeClick,20:00:14
nodeClick,20:00:14
nodeClick,20:00:21
nodeClick,20:00:21
nodeClick,20:38:07
nodeClick,20:38:07
nodeClick,20:38:20
nodeClick,20:38:20
nodeClick,20:38:51
nodeClick,20:38:51
Node update -- variable,20:39:03
Node update,20:39:05
nodeClick,20:39:55
newNodeAdd,20:40:02
