type,time
start,15:01:03
authoringNEW-start,15:01:40
authoring-finished,15:01:45
authoringNEW-start,15:02:45
authoring-finished,15:02:51
authoringNEW-start,15:03:02
authoring-finished,15:03:03
nl2js-start,15:03:03
js2NLexplain-start,15:03:12
nl2js-finished,15:03:12
js2NLexplain-finished,15:03:27
js2flow-start,15:03:27
js2flow-finished,15:04:29
nodeClick,15:04:36
nodeClick,15:04:37
nodeClick,15:04:37
nodeClick,15:04:39
nodeClick,15:04:39
nodeClick,15:04:40
nodeClick,15:04:52
nodeClick,15:04:53
nodeClick,15:04:53
Node update,15:05:02
nodeClick,15:05:02
nodeClick,15:05:05
nodeClick,15:05:05
Node update,15:05:31
flow2js-start,15:06:56
explainModifiedJS-start,15:07:22
flow2js-finished,15:07:22
explainModifiedJS-finished,15:07:29
nodeClick,15:10:15
nodeClick,15:10:23
nodeClick,15:10:35
nodeClick,15:10:45
nodeClick,15:10:48
nl2jswithContext-start,15:10:56
explainModifiedJS-start,15:11:17
nl2jswithContext-finished,15:11:17
js2flow-start,15:11:22
nodeClick,15:11:22
explainModifiedJS-finished,15:11:22
js2flow-finished,15:12:00
start,15:12:06
authoringNEW-start,15:12:16
authoring-finished,15:12:19
authoringNEW-start,15:12:43
authoring-finished,15:12:46
authoringNEW-start,15:13:02
authoring-finished,15:13:05
authoringNEW-start,15:13:07
authoring-finished,15:13:08
nl2js-start,15:13:08
nl2js-finished,15:13:12
js2NLexplain-start,15:13:12
js2NLexplain-finished,15:13:19
js2flow-start,15:13:19
js2flow-finished,15:13:38
flow2js-start,15:14:04
flow2js-finished,15:14:17
explainModifiedJS-start,15:14:17
explainModifiedJS-finished,15:14:21
nl2jswithContext-start,15:17:20
nl2jswithContext-finished,15:17:46
explainModifiedJS-start,15:17:47
explainModifiedJS-finished,15:17:51
js2flow-start,15:17:51
js2flow-finished,15:18:41
start,15:19:35
authoringNEW-start,15:20:12
authoring-finished,15:20:16
authoringNEW-start,15:20:20
authoring-finished,15:20:22
nl2js-start,15:20:22
nl2js-finished,15:20:29
js2NLexplain-start,15:20:29
js2NLexplain-finished,15:20:39
js2flow-start,15:20:39
js2flow-finished,15:21:16
nodeClick,15:21:31
nodeClick,15:21:32
nodeClick,15:21:35
