type,time
start,20:54:04
authoringNEW-start,20:54:08
authoring-finished,20:54:14
authoringNEW-start,20:54:20
authoring-finished,20:54:21
nl2js-start,20:54:21
nl2js-finished,20:54:28
js2NLexplain-start,20:54:28
js2NLexplain-finished,20:54:39
js2flow-start,20:54:39
js2flow-finished,20:55:08
nl2jswithContext-start,20:57:07
nl2jswithContext-finished,20:57:23
explainModifiedJS-start,20:57:23
explainModifiedJS-finished,20:57:33
js2flow-start,20:57:33
js2flow-finished,20:58:08
