type,time
start,20:58:27
authoringNEW-start,20:58:33
authoring-finished,20:58:39
authoringNEW-start,20:58:46
authoring-finished,20:58:49
nl2js-start,20:58:49
nl2js-finished,20:58:58
js2NLexplain-start,20:58:58
js2NLexplain-finished,20:59:12
js2flow-start,20:59:12
js2flow-finished,20:59:51
nodeClick,21:00:13
nodeClick,21:00:22
