type,time
start,12:35:07
authoringNEW-start,12:36:11
authoring-finished,12:36:20
authoringNEW-start,12:36:48
authoring-finished,12:36:49
nl2js-start,12:36:49
nl2js-finished,12:36:58
js2NLexplain-start,12:36:58
js2NLexplain-finished,12:37:07
js2flow-start,12:37:07
js2flow-finished,12:37:55
nodeClick,12:52:33
nodeClick,12:52:38
nodeClick,12:52:42
nodeClick,12:52:50
nodeClick,12:52:56
nodeClick,12:53:21
nodeClick,12:53:36
nodeClick,12:53:41
nodeClick,12:53:46
nodeClick,12:53:49
nodeClick,12:53:49
nodeClick,12:53:59
nodeClick,12:53:59
nodeClick,12:54:06
nodeClick,12:54:06
nodeClick,13:01:20
nodeClick,13:01:24
magicModify-start,13:01:25
magicModify-finished,13:01:30
