type,time
start,16:14:50
nodeClick,16:16:17
nodeClick,16:16:17
Node update,16:16:28
Node update,16:16:32
nodeClick,16:17:12
authoringNEW-start,16:18:15
authoring-finished,16:18:18
authoringNEW-start,16:18:48
authoring-finished,16:18:51
