type,time
start,15:12:15
authoringNEW-start,15:24:22
authoring-finished,15:24:32
authoringNEW-start,15:24:59
authoring-finished,15:25:01
nl2js-start,15:25:01
nl2js-finished,15:25:16
js2NLexplain-start,15:25:16
js2NLexplain-finished,15:25:34
js2flow-start,15:25:34
js2flow-finished,15:26:41
nodeClick,15:30:19
nodeClick,15:30:27
nodeClick,15:30:27
magicModify-start,15:30:29
magicModify-finished,15:30:37
nodeClick,15:30:49
magicModifyPhase-start,15:31:33
magicModifyPhase-finished,15:31:36
