type,time
start,15:34:47
authoringNEW-start,15:34:51
authoring-finished,15:35:01
authoringNEW-start,15:35:24
authoring-finished,15:35:26
nl2js-start,15:35:26
nl2js-finished,15:35:34
js2NLexplain-start,15:35:34
js2NLexplain-finished,15:35:46
js2flow-start,15:35:46
js2flow-finished,15:36:27
nodeClick,15:37:01
nodeClick,15:37:03
nodeClick,15:37:04
nodeClick,15:37:05
magicModify-start,15:38:57
nodeClick,15:38:57
magicModify-finished,15:39:07
nodeClick,15:41:39
nodeClick,15:41:44
nodeClick,15:41:47
nodeClick,15:41:50
nodeClick,15:41:52
flow2js-start,15:42:50
nodeClick,15:45:02
nodeClick,15:45:04
nodeClick,15:46:01
nodeClick,15:46:04
nodeClick,15:46:05
nodeClick,15:46:06
nodeClick,15:46:06
magicModify-start,15:46:22
magicModify-finished,15:46:33
