type,time
start,18:25:35
authoringNEW-start,18:29:07
authoring-finished,18:29:14
authoringNEW-start,18:29:25
authoring-finished,18:29:27
nl2js-start,18:29:27
nl2js-finished,18:29:37
js2NLexplain-start,18:29:37
js2NLexplain-finished,18:29:49
js2flow-start,18:29:49
js2flow-finished,18:30:24
nodeClick,18:30:30
nodeClick,18:30:31
Node update,18:30:35
nodeClick,18:30:42
nodeClick,18:30:42
Node update,18:30:46
nodeClick,18:30:50
nodeClick,18:30:50
Node update,18:30:55
start,18:31:29
authoringNEW-start,18:32:23
authoring-finished,18:32:31
authoringNEW-start,18:32:41
authoring-finished,18:32:43
nl2js-start,18:32:43
js2NLexplain-start,18:32:53
nl2js-finished,18:32:53
js2NLexplain-finished,18:33:04
js2flow-start,18:33:04
js2flow-finished,18:33:41
start,18:34:43
authoringNEW-start,18:34:51
authoring-finished,18:34:58
authoringNEW-start,18:35:00
authoring-finished,18:35:02
nl2js-start,18:35:02
nl2js-finished,18:35:18
js2NLexplain-start,18:35:18
js2flow-start,18:35:34
js2NLexplain-finished,18:35:34
js2flow-finished,18:36:28
nodeClick,18:37:22
nodeClick,18:37:22
Node update,18:37:28
flow2js-start,18:37:29
Node update,18:37:31
flow2js-start,18:37:32
flow2js-finished,18:38:03
explainModifiedJS-start,18:38:03
flow2js-finished,18:38:05
explainModifiedJS-start,18:38:05
explainModifiedJS-finished,18:38:09
explainModifiedJS-finished,18:38:12
