type,time
start,18:31:29
authoringNEW-start,18:32:23
authoring-finished,18:32:31
authoringNEW-start,18:32:41
authoring-finished,18:32:43
nl2js-start,18:32:43
nl2js-finished,18:32:53
js2NLexplain-start,18:32:53
js2NLexplain-finished,18:33:04
js2flow-start,18:33:04
js2flow-finished,18:33:41
