type,time
start,21:07:23
authoringNEW-start,21:10:16
authoring-finished,21:10:20
authoringNEW-start,21:10:31
authoring-finished,21:10:33
nl2js-start,21:10:33
nl2js-finished,21:10:39
js2NLexplain-start,21:10:39
js2NLexplain-finished,21:10:48
js2flow-start,21:10:48
js2flow-finished,21:11:21
nl2jswithContext-start,21:12:02
nl2jswithContext-finished,21:12:15
explainModifiedJS-start,21:12:15
explainModifiedJS-finished,21:12:19
js2flow-start,21:12:19
js2flow-finished,21:12:48
