type,time
start,19:30:22
authoringNEW-start,19:36:29
authoring-finished,19:36:37
authoringNEW-start,19:36:49
authoring-finished,19:36:50
nl2js-start,19:36:50
nl2js-finished,19:37:02
js2NLexplain-start,19:37:02
js2NLexplain-finished,19:37:15
js2flow-start,19:37:16
js2flow-finished,19:37:49
nl2jswithContext-start,19:38:16
nl2jswithContext-finished,19:38:37
explainModifiedJS-start,19:38:37
explainModifiedJS-finished,19:38:42
js2flow-start,19:38:42
js2flow-finished,19:39:10
flow2js-start,19:39:16
flow2js-finished,19:39:38
explainModifiedJS-start,19:39:38
explainModifiedJS-finished,19:39:45
